PRACTICE_CODE,PRACTICE_NAME,STP_CODE
B82071,THE OLD SCHOOL MEDICAL PRACTICE,QOQ
B82072,THE FRIARY SURGERY,QOQ
B82073,SOUTH MILFORD SURGERY,QOQ
B82074,POSTERNGATE SURGERY,QOQ
B82075,MAYFORD HOUSE SURGERY,QOQ
B82077,KIRKBYMOORSIDE SURGERY,QOQ
B82078,LEYBURN MEDICAL PRACTICE,QOQ
B82079,STILLINGTON SURGERY,QOQ
B82080,MY HEALTH GROUP,QOQ
B82081,ELVINGTON MEDICAL PRACTICE,QOQ
B82083,YORK MEDICAL GROUP,QOQ
B82086,THE DANBY PRACTICE,QOQ
B82088,BROOK SQUARE SURGERY,QOQ
B82091,PARK PARADE SURGERY,QOQ
B82097,SCOTT ROAD MEDICAL CENTRE,QOQ
B82098,JORVIK GILLYGATE PRACTICE,QOQ
B82100,FRONT STREET SURGERY,QOQ
B82101,SLEIGHTS AND SANDSEND MEDICAL PRACTICE,QOQ
B82104,HAREWOOD MEDICAL PRACTICE,QOQ
B82105,TADCASTER MEDICAL CENTRE,QOQ
B82106,HACKNESS ROAD SURGERY,QOQ
B82609,AMPLEFORTH SURGERY,QOQ
B82619,TERRINGTON SURGERY,QOQ
B82622,REETH MEDICAL CENTRE,QOQ
B82628,HUNMANBY SURGERY,QOQ
B83002,ILKLEY & WHARFEDALE MEDICAL PRACTICE,QWO
B83005,THORNBURY MEDICAL PRACTICE,QWO
B83006,SILSDEN & STEETON MEDICAL PRACTICE,QWO
B83008,LING HOUSE MEDICAL CENTRE,QWO
B83009,SUNNYBANK MEDICAL CENTRE,QWO
B83010,PARKLANDS MEDICAL PRACTICE,QWO
B83012,MANOR MEDICAL PRACTICE,QWO
B83014,BINGLEY MEDICAL PRACTICE,QWO
B83015,TONG MEDICAL PRACTICE,QWO
B83016,FARROW MEDICAL CENTRE,QWO
B83017,HORTON BANK PRACTICE,QWO
B83018,IDLE MEDICAL CENTRE,QWO
B83019,GRANGE PARK SURGERY,QWO
B83020,THE WILLOWS MEDICAL CTR.,QWO
B83021,FARFIELD GROUP PRACTICE,QWO
B83022,BAILDON MEDICAL PRACTICE,QWO
B83023,HOLYCROFT SURGERY,QWO
B83025,LITTLE HORTON LANE MEDICAL CENTRE - RAJA,QWO
B83026,PRIMROSE SURGERY,QWO
B83027,HAWORTH MEDICAL PRACTICE,QWO
B83028,WIBSEY & QUEENSBURY MED P,QWO
B83029,LOW MOOR SURGERY,QWO
B83030,THORNTON & DENHOLME MEDICAL PRACTICE,QWO
B83031,OAK GLEN SURGERY,QWO
B83032,BRADFORD MOOR PRACTICE,QWO
B83033,KILMENY GROUP MEDICAL PRACTICE,QWO
B83034,GRANGE MEDICAL CENTRE,QWO
B83035,HORTON PARK MEDICAL PRACTICE,QWO
B83037,THE WILSDEN MEDICAL PRACTICE,QWO
B83038,LEYLANDS LANE MEDICAL PRACTICE,QWO
B83039,THE SALTAIRE & WINDHILL MEDICAL P'SHIP,QWO
B83041,BOWLING HALL MED PRACTICE,QWO
B83042,ROOLEY LANE MED. CENTRE,QWO
B83045,HOLLYNS HEALTH & WELLBEING - CLAYTON,QWO
B83049,COWGILL SURGERY,QWO
B83051,BRADFORD STUDENT HEALTH SERVICE,QWO
B83052,KENSINGTON PARTNERSHIP,QWO
B83054,HAIGH HALL MEDICAL PRACTICE,QWO
B83055,THE RIDGE MEDICAL PRACT.,QWO
B83056,MOORSIDE SURGERY,QWO
B83058,THE AVICENNA MEDICAL PRACTICE,QWO
B83061,OAKWORTH MEDICAL PRACTICE,QWO
B83062,ASHCROFT SURGERY,QWO
B83063,SHIPLEY MEDICAL PRACTICE-AFFINITY CARE,QWO
B83064,THE ROCKWELL AND WROSE PRACTICE,QWO
B83067,THE SPRINGFIELD SURGERY (BINGLEY),QWO
B83602,NORTH STREET MEDICAL PRACTICE,QWO
B83604,THE LISTER SURGERY,QWO
B83611,BARKEREND HC - EL ELIWI,QWO
B83614,PICTON MEDICAL CENTRE,QWO
B83617,DR U AKBAR,QWO
B83620,ADDINGHAM SURGERY,QWO
B83621,DR A AZAM & PARTNERS,QWO
B83622,DR IA GILKAR & PARTNERS,QWO
B83624,I G MEDICAL,QWO
B83626,VALLEY VIEW SURGERY,QWO
B83627,FRIZINGHALL MEDICAL CENTRE,QWO
B83628,ALICE STREET SURGERY,QWO
B83629,PEEL PARK SURGERY,QWO
B83641,ASHWELL MEDICAL CENTRE,QWO
B83642,WHETLEY MEDICAL CENTRE,QWO
B83653,DR GILKAR,QWO
B83657,BEVAN HEALTHCARE CIC,QWO
B83659,PARK GRANGE MEDICAL CENTRE,QWO
B83660,BILTON MEDICAL CENTRE,QWO
B83661,MOOR PARK MEDICAL PRACTICE,QWO
B84001,STATION ROAD SURGERY,QWO
B84003,RYDINGS HALL SURGERY,QWO
B84004,HEBDEN BRIDGE GROUP PRACTICE,QWO
B84005,ROSEGARTH SURGERY,QWO
B84006,TODMORDEN GROUP PRACTICE,QWO
B84007,DR LJ PICKLES AND PARTNERS,QWO
B84008,DR CHIN AND PARTNERS,QWO
B84009,STAINLAND ROAD MEDICAL CENTRE,QWO
B84010,KEIGHLEY ROAD SURGERY,QWO
B84011,CHURCH LANE SURGERY,QWO
B84012,SPRING HALL GROUP PRACTICE,QWO
B84013,PLANE TREES GROUP PRACTICE,QWO
B84014,RASTRICK HEALTH CENTRE,QWO
B84016,BANKFIELD SURGERY,QWO
B84019,THE BOULEVARD MEDICAL PRACTICE,QWO
B84021,KING CROSS PRACTICE,QWO
B84612,LISTER LANE SURGERY,QWO
B84613,BEECHWOOD MEDICAL CENTRE,QWO
B84618,CARITAS GROUP PRACTICE,QWO
B84623,LONGROYDE SURGERY,QWO
B85001,PARKVIEW SURGERY,QWO
B85002,DEARNE VALLEY HEALTH CENTRE,QWO
B85004,CALDER VIEW SURGERY,QWO
B85005,SHEPLEY HEALTH CENTRE,QWO
B85006,ELMWOOD FAMILY DOCTORS,QWO
B85008,BATLEY HEALTH CENTRE SURGERY,QWO
B85009,"NORTH ROAD SUITE,RAVENSTHORPE HEALTH CTR",QWO
B85010,DALTON SURGERY,QWO
B85012,UNDERCLIFFE SURGERY,QWO
B85014,BROOKROYD HOUSE,QWO
B85015,WELLINGTON HOUSE,QWO
B85016,MELTHAM ROAD SURGERY,QWO
B85018,GROVE HOUSE SURGERY,QWO
B85019,DOCTOR LANE HEALTH CENTRE,QWO
B85020,EIGHTLANDS SURGERY,QWO
B85021,CLECKHEATON GROUP PRACTICE,QWO
B85022,HONLEY SURGERY,QWO
B85023,THE ALMONDBURY SURGERY,QWO
B85024,THE WATERLOO PRACTICE,QWO
B85025,BLACKBURN RD.MEDICAL CTR.,QWO
B85026,KIRKBURTON HEALTH CENTRE,QWO
B85027,THE LINDLEY GROUP PRACT.,QWO
B85028,THE GRANGE MEDICAL PRACTICE,QWO
B85030,THE GREENWAY MEDICAL PRACTICE,QWO
B85031,LEPTON AND KIRKHEATON SURGERIES,QWO
B85032,MELTHAM GROUP PRACTICE,QWO
B85033,THE LINDLEY VILLAGE SURG.,QWO
B85036,DR BOULTON AND PARTNERS,QWO
B85037,NEWSOME SURGERY,QWO
B85038,THE PADDOCK SURGERY,QWO
B85041,MOUNT PLEASANT MED CENTRE,QWO
B85042,PADDOCK AND LONGWOOD FAMILY PRACTICE,QWO
B85044,THORNTON LODGE SURGERY,QWO
B85048,WOODHOUSE HILL SURGERY,QWO
B85051,FIELDHEAD SURGERY,QWO
B85054,COLNE VALLEY GROUP PRACTICE,QWO
B85055,HEALDS ROAD SURGERY,QWO
B85058,ROSE MEDICAL PRACTICE,QWO
B85059,SLAITHWAITE HEALTH CENTRE,QWO
B85060,GREENHEAD FAMILY DOCTORS,QWO
B85061,SKELMANTHORPE FAMILY DOCTORS,QWO
B85062,UNIVERSITY HEALTH CENTRE,QWO
B85606,SLAITHWAITE ROAD SURGERY,QWO
B85610,OAKLANDS HEALTH CENTRE,QWO
B85611,DR HANDA & PARTNER,QWO
B85612,LIVERSEDGE MEDICAL CENTRE,QWO
B85614,DR AHMED & PARTNERS,QWO
B85619,COOK LANE SURGERY,QWO
B85620,WINDSOR MEDICAL CENTRE,QWO
B85622,BROUGHTON HOUSE SURGERY,QWO
B85623,MARSH SURGERY,QWO
B85634,DR KHALIQ,QWO
B85636,WESTBOURNE SURGERY,QWO
B85638,THE NOOK AND CLIFTON GROUP,QWO
B85640,KIRKGATE SURGERY,QWO
B85641,LOCKWOOD SURGERY,QWO
B85645,SAVILE TOWN MEDICAL CTR.,QWO
B85646,THE ALBION MOUNT MEDICAL PRACTICE,QWO
B85650,DR MAHMOOD & PARTNERS,QWO
B85652,THE NEW BREWERY LANE SURG,QWO
B85655,CHERRY TREE SURGERY,QWO
B85659,THE WHITEHOUSE CENTRE,QWO
B85660,THE JUNCTION SURGERY,QWO
B86001,DR N SADDIQ'S PRACTICE,QWO
B86002,CITY VIEW MEDICAL PRACTICE,QWO
B86003,DR G LEES & PARTNERS,QWO
B86004,HIGHFIELD SURGERY,QWO
B86005,DR N DUMPHY & PARTNERS,QWO
B86006,DR L FREEMAN & PARTNERS,QWO
B86007,DR J H ROBERTS & PARTNERS,QWO
B86008,ALWOODLEY MEDICAL CENTRE,QWO
B86009,MANSTON SURGERY,QWO
B86010,COLLINGHAM CHURCH VIEW SURGERY,QWO
B86011,HILLFOOT SURGERY,QWO
B86012,LEEDS CITY MEDICAL PRACTICE,QWO
B86013,THE NORTH LEEDS MEDICAL PRACTICE,QWO
B86014,ROBIN LANE HEALTH AND WELLBEING CENTRE,QWO
B86015,MANOR PARK SURGERY,QWO
B86016,SHAFTESBURY MEDICAL CTR.,QWO
B86017,CRAVEN ROAD MEDICAL PRACTICE,QWO
B86018,MULBERRY STREET MEDICAL PRACTICE,QWO
B86019,RUTLAND LODGE MEDICAL CENTRE,QWO
B86020,LOFTHOUSE SURGERY,QWO
B86022,OAKWOOD LANE MEDICAL PRACTICE,QWO
B86023,THE AVENUE SURGERY,QWO
B86024,PRIORY VIEW MEDICAL CENTRE,QWO
B86025,HYDE PARK SURGERY,QWO
B86028,DR JJ MCPEAKES PRACTICE,QWO
B86029,WESTGATE SURGERY,QWO
B86030,BURTON CROFT SURGERY,QWO
B86032,CHEVIN MEDICAL PRACTICE,QWO
B86033,NEW MEDICAL CENTRE,QWO
B86034,SPA SURGERY,QWO
B86035,SOUTH BANK SURGERY,QWO
B86036,GIBSON LANE PRACTICE,QWO
B86038,GUISELEY AND YEADON MEDICAL PRACTICE,QWO
B86039,ALLERTON MEDICAL CENTRE,QWO
B86041,VESPER ROAD,QWO
B86042,LINGWELL CROFT SURGERY,QWO
B86043,EAST PARK MEDICAL CENTRE,QWO
B86044,IRELAND WOOD SURGERY,QWO
B86048,GARFORTH MEDICAL CENTRE,QWO
B86049,WOODHOUSE MEDICAL PRACTICE,QWO
B86050,WEST LODGE SURGERY,QWO
B86051,AIRE VALLEY SURGERY,QWO
B86052,PARK ROAD & MENSTON,QWO
B86054,THE GARDEN SURGERY,QWO
B86055,ASHFIELD MEDICAL CENTRE,QWO
B86056,SHADWELL MEDICAL CENTRE,QWO
B86057,WINDSOR HOUSE GROUP PRACTICE,QWO
B86058,DR KW MCGECHAEN & PARTNER,QWO
B86059,MEANWOOD HEALTH CENTRE,QWO
B86060,THORNTON MEDICAL CENTRE,QWO
B86061,HAREHILLS CORNER SURGERY,QWO
B86062,THE MEDICAL CENTRE,QWO
B86064,LEIGH VIEW MEDICAL PRACTICE,QWO
B86066,THE STREET LANE PRACTICE,QWO
B86067,THE DEKEYSER GROUP PRACTICE,QWO
B86068,ABBEY GRANGE MEDICAL PRACTICE,QWO
B86069,BURLEY PARK MEDICAL CENTRE,QWO
B86070,AIREBOROUGH FAMILY PRACTICE,QWO
B86071,WHITEHALL SURGERY,QWO
B86074,FIELDHEAD SURGERY,QWO
B86075,DR T P FOX & PARTNERS,QWO
B86081,BELLBROOKE SURGERY,QWO
B86086,LAUREL BANK SURGERY,QWO
B86089,NOVA SCOTIA MEDICAL CNTR,QWO
B86092,KIPPAX HALL SURGERY,QWO
B86093,PARK EDGE PRACTICE,QWO
B86094,DR S M CHEN & PARTNER,QWO
B86096,ARTHINGTON MEDICAL CENTRE,QWO
B86100,ST MARTINS PRACTICE,QWO
B86101,GILDERSOME HEALTH CENTRE,QWO
B86103,CONWAY MEDICAL CENTRE,QWO
B86104,BRAMLEY VILLAGE HEALTH & WELLBEING CTR,QWO
B86106,FOUNDRY LANE SURGERY,QWO
B86108,CHAPELTOWN FAMILY SURGERY,QWO
B86109,KIRKSTALL LANE MEDICAL CENTRE,QWO
B86110,LEEDS STUDENT MEDICAL PRACTICE,QWO
B86623,ASHTON VIEW MEDICAL CTR,QWO
B86625,WETHERBY SURGERY,QWO
B86642,DR S HUSSAIN,QWO
B86643,THE ROUNDHAY ROAD SURGERY,QWO
B86648,FAMILY DOCTORS,QWO
B86654,OAKWOOD SURGERY,QWO
B86655,BEECH TREE MEDICAL CENTRE,QWO
B86658,MOORFIELD HOUSE SURGERY,QWO
B86666,NEWTON SURGERY,QWO
B86667,BEESTON VILLAGE SURGERY,QWO
B86669,YORK STREET HEALTH PRACTICE,QWO
B86672,HAWTHORN SURGERY,QWO
B86673,BRAMHAM MEDICAL CENTRE,QWO
B86675,LINCOLN GREEN MEDICAL CENTRE,QWO
B86678,DR F GUPTA'S PRACTICE,QWO
B87001,MIDDLESTOWN,QWO
B87002,ORCHARD CROFT,QWO
B87003,COLLEGE LANE SURGERY,QWO
B87004,WARRENGATE MEDICAL CENTRE,QWO
B87005,RIVERSIDE MEDICAL CENTRE,QWO
B87006,PARK GREEN SURGERY,QWO
B87007,NORTHGATE,QWO
B87008,LUPSET HEALTH CENTRE,QWO
B87009,ST THOMAS ROAD SURGERY,QWO
B87011,FRIARWOOD SURGERY,QWO
B87012,MAYBUSH MEDICAL CENTRE,QWO
B87013,OUTWOOD PARK MEDICAL CENTRE,QWO
B87015,STUART ROAD,QWO
B87016,WHITE ROSE SURGERY,QWO
B87017,TRINITY MEDICAL CENTRE,QWO
B87018,HENRY MOORE CLINIC,QWO
B87019,STANLEY,QWO
B87020,CHAPELTHORPE,QWO
B87021,ASH GROVE,QWO
B87022,HOMESTEAD,QWO
B87025,CASTLEFORD MEDICAL PRACTICE,QWO
B87026,THE GRANGE MEDICAL CENTRE,QWO
B87027,NEW SOUTHGATE SURGERY,QWO
B87028,CROFTON AND SHARLSTON MED PRAC,QWO
B87030,HEALTH CARE FIRST PARTNERSHIP,QWO
B87031,CHURCH STREET SURGERY,QWO
B87032,STATION LANE,QWO
B87033,NEWLAND SURGERY,QWO
B87036,DR DP DIGGLE & DR RE PHILLIPS,QWO
B87039,KING'S MEDICAL PRACTICE,QWO
B87040,PROSPECT SURGERY,QWO
B87041,PARK VIEW SURGERY,QWO
B87042,TIEVE TARA,QWO
B87044,ALVERTHORPE,QWO
B87600,QUEEN STREET SURGERY,QWO
B87602,PATIENCE LANE SURGERY,QWO
B87604,EASTMOOR HEALTH CENTRE,QWO
C81001,SPRINGS HEALTH CENTRE,QJ2
C81002,THE VALLEYS MEDICAL PARTNERSHIP,QJ2
C81003,SETT VALLEY MEDICAL CENTRE,QJ2
C81004,IVY GROVE SURGERY,QJ2
C81005,JESSOP MEDICAL PRACTICE,QJ2
C81006,HORIZON HEALTHCARE,QJ2
C81007,VERNON STREET MEDICAL CTR,QJ2
C81008,BLUE DYKES SURGERY,QJ2
C81009,WILSON STREET SURGERY,QJ2
C81010,THE MOIR MEDICAL CENTRE,QJ2
C81012,THE SURGERY AT WHEATBRIDGE,QJ2
C81013,BASLOW HEALTH CENTRE,QJ2
C81014,DERWENT VALLEY MEDICAL PRACTICE,QJ2
C81015,NEWBOLD SURGERY,QJ2
C81016,PEAK & DALES MEDICAL PARTNERSHIP,QJ2
C81017,ARTHUR MEDICAL CENTRE,QJ2
C81018,DOVE RIVER,QNC
C81020,NEWHALL SURGERY,QJ2
C81021,OLD STATION SURGERY,QJ2
C81022,DR WEBB AND PARTNERS,QJ2
C81023,THE AITUNE MEDICAL PRACTICE,QJ2
C81025,DRONFIELD MEDICAL PRACTICE,QJ2
C81026,ADAM HOUSE MEDICAL CENTRE,QJ2
C81027,SOMERCOTES MEDICAL CENTRE,QJ2
C81028,IMPERIAL ROAD SURGERY,QJ2
C81029,STAFFA HEALTH,QJ2
C81030,CREDAS MEDICAL,QJ2
C81031,PARK SURGERY,QJ2
C81032,SWADLINCOTE SURGERY,QJ2
C81033,SHIRES HEALTHCARE,QJ2
C81034,STEWART MEDICAL CENTRE,QJ2
C81035,VILLAGE SURGERY,QJ2
C81036,FRIAR GATE SURGERY,QJ2
C81037,ASHBOURNE MEDICAL PRACTICE,QJ2
C81038,WHITEMOOR MEDICAL CENTRE,QJ2
C81039,EYAM SURGERY,QJ2
C81040,PARK LANE SURGERY,QJ2
C81041,WELBECK ROAD HEALTH CENTRE,QJ2
C81042,MICKLEOVER MEDICAL CENTRE,QJ2
C81044,WHITTINGTON MOOR SURGERY,QJ2
C81045,CHESTERFIELD MEDICAL PARTNERSHIP,QJ2
C81046,WEST HALLAM MEDICAL CTR,QJ2
C81047,ALVASTON MEDICAL CENTRE,QJ2
C81048,APPLETREE MEDICAL PRACTICE,QJ2
C81049,KELVINGROVE MEDICAL CENTRE,QJ2
C81050,THE VILLAGE SURGERY,QJ2
C81051,THE PARK MEDICAL PRACTICE,QJ2
C81052,BROOKLYN MEDICAL PRACTICE,QJ2
C81053,PARKSIDE SURGERY,QJ2
C81054,HOLLYBROOK MEDICAL CENTRE,QJ2
C81055,NORTH WINGFIELD MEDICAL CENTRE,QJ2
C81056,CLAY CROSS MEDICAL CENTRE,QJ2
C81057,WILLINGTON SURGERY,QJ2
C81058,THE BRIMINGTON SURGERY,QJ2
C81059,RIPLEY MEDICAL CENTRE,QJ2
C81060,WOODVILLE SURGERY,QJ2
C81061,LITTLEWICK MEDICAL CENTRE,QJ2
C81062,HANNAGE BROOK MEDICAL CENTRE,QJ2
C81063,THORNBROOK SURGERY,QJ2
C81064,PARK FARM MEDICAL CENTRE,QJ2
C81065,BUXTON MEDICAL PRACTICE,QJ2
C81066,OVERDALE MEDICAL PRACTICE,QJ2
C81067,CHATSWORTH ROAD MEDICAL CENTRE,QJ2
C81068,CHAPEL STREET MEDICAL CENTRE,QJ2
C81069,RIVERSDALE SURGERY,QJ2
C81070,OAKHILL MEDICAL PRACTICE,QJ2
C81071,OSMASTON SURGERY,QJ2
C81072,LISTER HOUSE SURGERY,QJ2
C81073,MACKLIN STREET SURGERY,QJ2
C81074,ELMWOOD MEDICAL CENTRE,QJ2
C81075,BRAILSFORD & HULLAND MEDICAL PRACTICE,QJ2
C81077,HOWARD STREET MEDICAL PRACTICE,QOP
C81080,GOYT VALLEY MEDICAL PRACTICE,QJ2
C81081,MANOR HOUSE SURGERY,QOP
C81082,HARTINGTON SURGERY,QJ2
C81083,THE GOLDEN BROOK PRACTICE,QJ2
C81084,INSPIRE HEALTH,QJ2
C81086,THE SURGERY CLIFTON ROAD,QJ2
C81087,HAVEN MEDICAL CENTRE,QJ2
C81089,STUBLEY MEDICAL CENTRE,QJ2
C81090,ILKESTON HEALTH CENTRE,QJ2
C81091,KILLAMARSH MEDICAL PRACTICE,QJ2
C81092,EVELYN MEDICAL CENTRE,QJ2
C81094,CRICH MEDICAL PRACTICE,QJ2
C81095,DR HR MCMURRAY'S PRACTICE,QJ2
C81096,DR WS RIDDELL'S PRACTICE,QJ2
C81097,COLLEGE STREET MEDICAL PRACTICE,QJ2
C81099,LIMES MEDICAL CENTRE,QJ2
C81101,LIME GROVE MEDICAL CENTRE,QJ2
C81106,LAMBGATES HEALTH CENTRE,QOP
C81108,MELBOURNE & CHELLASTON MEDICAL PRACTICE,QJ2
C81110,WELLBROOK MEDICAL CENTRE,QJ2
C81113,MICKLEOVER SURGERY,QJ2
C81114,GRESLEYDALE HEALTHCARE CENTRE,QJ2
C81115,GLADSTONE HOUSE SURGERY,QJ2
C81118,DERBY FAMILY MEDICAL CENTRE,QJ2
C81604,EDEN SURGERY,QJ2
C81611,DR GI JONES' PRACTICE,QJ2
C81615,COTTAGE LANE SURGERY,QOP
C81616,PEARTREE MEDICAL CENTRE,QJ2
C81634,ARDEN HOUSE MEDICAL PRACTICE,QJ2
C81638,CASTLE STREET MEDICAL CENTRE,QJ2
C81640,SIMMONDLEY MEDICAL PRACTICE,QOP
C81642,PARK VIEW MEDICAL CENTRE,QJ2
C81647,ST LAWRENCE ROAD SURGERY,QJ2
C81649,CALOW AND BRIMINGTON PRACTICE,QJ2
C81652,DERWENT MEDICAL CENTRE,QJ2
C81653,BROOK MEDICAL CENTRE,QJ2
C81655,FAMILY FRIENDLY SURGERY,QJ2
C81658,DR V CHAWLA'S PRACTICE,QJ2
C81660,HADFIELD MEDICAL CENTRE,QOP
C81661,BLACKWELL MEDICAL CENTRE,QJ2
C81662,BARLBOROUGH MEDICAL PRACTICE,QJ2
C82001,SOUTH LEICESTERSHIRE MEDICAL PARTNERSHIP,QK1
C82002,COUNTESTHORPE HEALTH CENTRE,QK1
C82003,GREENGATE MEDICAL CENTRE,QK1
C82005,GROBY ROAD MEDICAL CENTRE (ID PATCHETT),QK1
C82007,CASTLE DONINGTON SURGERY,QK1
C82008,OAKMEADOW SURGERY (RA LEACH),QK1
C82009,MARKET HARBOROUGH MED.CTR,QK1
C82010,OAKHAM MEDICAL PRACTICE,QK1
C82011,PINFOLD MEDICAL PRACTICE,QK1
C82012,IBSTOCK HOUSE SURGERY,QK1
C82013,BUSHLOE SURGERY,QK1
C82014,CASTLE MEDICAL GROUP,QK1
C82016,LONG CLAWSON MEDICAL PRACTICE,QK1
C82017,MEASHAM MEDICAL UNIT,QK1
C82018,PARKER DRIVE SURGERY,QK1
C82019,STURDEE ROAD HEALTH AND WELLBEING CENTRE,QK1
C82020,DE MONTFORT SURGERY,QK1
C82021,THE CENTRAL SURGERY,QK1
C82022,THE BILLESDON SURGERY,QK1
C82024,SPINNEY HILL MEDICAL CENTRE,QK1
C82025,THE WYCLIFFE MEDICAL PRACTICE,QK1
C82026,BRIDGE STREET MEDICAL PRACTICE,QK1
C82027,THE OLD SCHOOL SURGERY,QK1
C82028,MARKFIELD MEDICAL CENTRE,QK1
C82029,WILLOWBROOK MEDICAL CENTRE (JG ASTLES),QK1
C82030,DOWNING DRIVE SURGERY (AJJ BENTLEY),QK1
C82031,JOHNSON MEDICAL PRACTICE,QK1
C82032,DR NW OSBORNE'S PRACTICE,QK1
C82033,HUMBERSTONE MEDICAL CENTRE (IP JONES),QK1
C82034,QUORN MEDICAL CENTRE,QK1
C82035,PARK VIEW SURGERY,QK1
C82037,EAST PARK MEDICAL CENTRE (RP PANDYA),QK1
C82038,LATHAM HOUSE MEDICAL PRACTICE,QK1
C82039,KINGSWAY SURGERY,QK1
C82040,ORCHARD SURGERY,QT1
C82041,CHARNWOOD MEDICAL GROUP,QK1
C82042,THE COUNTY PRACTICE,QK1
C82043,STATION VIEW HEALTH CENTRE,QK1
C82044,EMPINGHAM MEDICAL CENTRE,QK1
C82045,THE SURGERY,QK1
C82046,SAFFRON GROUP PRACTICE,QK1
C82047,MAPLES FAMILY MED.PRACT.,QK1
C82048,ROSEMEAD DRIVE SURGERY,QK1
C82050,DR NR PULMAN'S PRACTICE,QK1
C82051,NEWBOLD VERDON MED.PRACT.,QK1
C82052,DR AM LEWIS' PRACTICE,QK1
C82053,HOCKLEY FARM MED PRACT (A NANA),QK1
C82054,THE BURBAGE SURGERY,QK1
C82055,THE LIMES MEDICAL CENTRE,QK1
C82056,THE GLENFIELD SURGERY,QK1
C82059,WESTCOTES GP SURGERY (ONE),QK1
C82060,THE PRACTICE-SAYEED,QK1
C82061,BARWELL & HOLLYCROFT MEDICAL CENTRES,QK1
C82062,BARROW HEALTH CENTRE,QK1
C82063,EAST LEICESTER MED PRACT(S LONGWORTH),QK1
C82064,FOREST HOUSE SURGERY,QK1
C82066,FOREST HOUSE MEDICAL CTR,QK1
C82067,THE CROFT MEDICAL CENTRE,QK1
C82068,NORTHFIELD MEDICAL CENTRE,QK1
C82070,WOODBROOK MEDICAL CENTRE,QK1
C82071,WIGSTON CENTRAL SURGERY,QK1
C82072,BROOM LEYS SURGERY,QK1
C82073,MERRIDALE MEDICAL CENTRE (RP TEW),QK1
C82075,CASTLE MEAD MEDICAL CENTRE,QK1
C82076,THE WELBY PRACTICE,QJM
C82077,THE UPPINGHAM SURGERY,QK1
C82078,THE JUBILEE MEDICAL PRACTICE,QK1
C82079,SOUTH WIGSTON HEALTH CTR.,QK1
C82080,SHEFA MEDICAL PRACTICE,QK1
C82082,THE CENTRE SURGERY,QK1
C82084,DR B MODI,QK1
C82086,FOSSE MEDICAL CENTRE (GK SHARMA),QK1
C82088,EVINGTON MEDICAL CENTRE (C KUMAR),QK1
C82091,BIRSTALL MEDICAL CENTRE,QK1
C82092,AYLESTONE HEALTH CENTRE,QK1
C82093,THE ORCHARD MED PRACTICE,QK1
C82094,BEAUMONT LODGE MEDICAL PRACTICE,QK1
C82095,ALPINE HOUSE SURGERY,QK1
C82096,HUGGLESCOTE SURGERY,QK1
C82097,CHARNWOOD SURGERY,QK1
C82098,HAZELMERE MEDICAL CENTRE,QK1
C82099,AL-WAQAS MEDICAL CENTRE,QK1
C82100,THE HEDGES MEDICAL CENTRE (SA BAILEY),QK1
C82102,MANOR HOUSE SURGERY,QK1
C82103,DISHLEY GRANGE MEDICAL PRACTICE,QK1
C82105,AR-RAZI MEDICAL CENTRE,QK1
C82107,COSSINGTON PARK SURGERY,QK1
C82109,HUSBANDS BOSWORTH MEDICAL CENTRE,QK1
C82111,NN VAGHELA'S PRACTICE,QK1
C82112,SPECTRUM HEALTH,QK1
C82114,DR U K ROY,QK1
C82116,HIGHFIELDS SURGERY (R WADHWA),QK1
C82119,NARBOROUGH ROAD SURGERY,QK1
C82120,WHITWICK HEALTH CENTRE,QK1
C82121,HEATH LANE SURGERY,QK1
C82122,CLARENDON PARK ROAD HEALTH CENTRE,QK1
C82124,VICTORIA PARK HEALTH CENTRE,QK1
C82600,THE BANKS SURGERY,QK1
C82610,THE PARKS MEDICAL CENTRE (B HAINSWORTH),QK1
C82611,THE MASHARANI PRACTICE,QK1
C82614,ASQUITH SURGERY,QK1
C82620,DR S SHAFI,QK1
C82623,HEATHERBROOK SURGERY (RP ARCHER),QK1
C82624,THE PRACTICE BEAUMONT LEYS,QK1
C82626,PASLEY ROAD HEALTH CENTRE (TK KHONG),QK1
C82627,SILVERDALE MEDICAL CENTRE,QK1
C82628,GROBY SURGERY,QK1
C82631,ENDERBY MEDICAL CENTRE,QK1
C82634,RATBY SURGERY,QK1
C82639,WESTCOTES HEALTH CENTRE (RL HAZELDINE),QK1
C82642,HIGHFIELDS MEDICAL CENTRE,QK1
C82643,COMMUNITY HEALTH CENTRE (ZS OSAMA),QK1
C82644,DR MK LAKHANI'S PRACTICE,QK1
C82649,MARKET OVERTON & SOMERBY SURGERIES,QK1
C82650,DESFORD MEDICAL CENTRE,QK1
C82651,BROADHURST ST MED PRACT (KS MORJARIA),QK1
C82653,WESTCOTES GP SURGERY (TWO),QK1
C82656,FIELD STREET SURGERY,QK1
C82659,DR R KAPUR & PARTNERS,QK1
C82660,ST PETER'S MED CENTRE (MANSINGH & MEHRA),QK1
C82662,WALNUT ST MED CTR (LEICESTER MED GROUP),QK1
C82667,THE CHARNWOOD PRACTICE,QK1
C82669,THE SURGERY @ AYLESTONE,QK1
C82670,INCLUSION HEALTHCARE,QK1
C82671,DR GANDECHA & PARTNER,QK1
C82676,ST ELIZABETH'S MEDICAL CENTRE (JA WOOD),QK1
