PRACTICE_CODE,STP_CODE,ICB_CODE,ICB_NAME
B81061,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81063,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81064,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81065,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81068,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81069,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81074,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81075,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81082,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81085,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81087,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81088,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81090,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81091,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81092,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81097,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81099,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81100,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81101,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81104,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81108,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81109,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81112,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81113,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81118,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81119,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81606,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81616,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81617,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81619,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81628,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81631,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81635,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81642,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81645,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81647,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81648,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81653,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81655,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81656,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81663,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81665,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81666,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81675,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B81697,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82002,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82004,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82005,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82007,QWO,QWO,NHS West Yorkshire Integrated Care Board
B82008,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82010,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82011,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82012,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82013,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82014,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82016,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82017,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82018,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82019,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82021,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82022,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82023,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82024,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82025,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82026,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82027,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82029,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82030,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82031,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82032,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82033,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82034,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82035,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82036,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82037,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82038,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82041,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82042,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82044,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82045,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82046,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82047,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82049,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82050,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82053,QWO,QWO,NHS West Yorkshire Integrated Care Board
B82054,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82057,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82059,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82060,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82061,QE1,QE1,NHS Lancashire and South Cumbria Integrated Care Board
B82063,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82064,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82066,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82067,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82068,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82069,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82071,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82072,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82073,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82074,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82075,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82077,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82078,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82079,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82080,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82081,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82083,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82086,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82088,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82091,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82097,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82098,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82100,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82101,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82104,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82105,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82106,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82609,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82619,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82622,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B82628,QOQ,QOQ,NHS Humber and North Yorkshire Integrated Care Board
B83002,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83005,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83008,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83009,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83010,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83012,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83014,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83015,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83016,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83018,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83019,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83020,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83022,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83025,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83026,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83028,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83029,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83031,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83032,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83033,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83034,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83035,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83037,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83038,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83039,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83041,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83042,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83045,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83051,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83052,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83054,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83055,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83056,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83058,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83062,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83063,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83064,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83067,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83604,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83611,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83614,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83620,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83621,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83622,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83624,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83626,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83627,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83628,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83629,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83641,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83642,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83653,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83657,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83659,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83660,QWO,QWO,NHS West Yorkshire Integrated Care Board
B83661,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84001,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84003,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84004,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84006,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84007,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84008,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84009,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84010,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84011,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84012,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84013,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84014,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84016,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84019,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84021,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84612,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84613,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84618,QWO,QWO,NHS West Yorkshire Integrated Care Board
B84623,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85001,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85002,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85004,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85005,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85006,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85008,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85009,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85010,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85012,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85014,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85015,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85016,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85018,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85019,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85020,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85021,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85022,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85023,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85024,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85025,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85026,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85027,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85028,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85030,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85031,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85032,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85033,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85036,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85037,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85038,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85041,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85042,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85044,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85048,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85051,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85054,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85055,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85058,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85059,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85060,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85061,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85062,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85606,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85610,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85611,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85612,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85614,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85619,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85620,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85623,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85634,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85636,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85640,QWO,QWO,NHS West Yorkshire Integrated Care Board
B85641,QWO,QWO,NHS West Yorkshire Integrated Care Board
